Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,EMA_50,RSI,MACD,Signal,Histogram,Simple_Return,Log_Return,Volatility,Upper_Envelope,Lower_Envelope
2021-01-04,522.8599853515625,540.7999877929688,515.0900268554688,539.0,4444400,522.8599853515625,522.8599853515625,522.8599853515625,522.8599853515625,0.0,0.0,0.0,0.0,,,,549.0029846191406,496.71698608398435
2021-01-05,520.7999877929688,526.780029296875,515.8900146484375,521.5499877929688,3133900,521.8299865722656,521.8299865722656,522.6637951078869,522.7792011335785,0.0,-0.16433028957442275,-0.032866057914884554,-0.1314642316595382,-0.003939864622091211,-0.003947646334698973,,547.9214859008789,495.73848724365234
2021-01-06,500.489990234375,513.0999755859375,499.5,511.9700012207031,5346200,514.7166544596354,514.7166544596354,520.5520041675525,521.9051144316489,0.0,-1.9113771275098088,-0.40856827183386946,-1.5028088556759394,-0.03899769207880145,-0.03977846843179541,,540.4524871826171,488.9808217366536
2021-01-07,508.8900146484375,516.4400024414062,506.4200134277344,508.2799987792969,3686400,513.2599945068359,513.2599945068359,519.4413384990653,521.3947183617191,0.0,-2.5882765244568873,-0.8445099223584731,-1.7437666020984142,0.016783601226727517,0.01664431293725339,,538.9229942321778,487.5969947814941
2021-01-08,510.3999938964844,513.239990234375,504.510009765625,511.30999755859375,2973900,512.6879943847656,512.6879943847656,518.5802580607243,520.9635526964158,0.0,-2.9686605960160932,-1.2693400570899973,-1.699320538926096,0.0029672015653324064,0.0029628081114642787,,538.3223941040039,487.05359466552727
2021-01-11,499.1000061035156,510.7300109863281,497.95001220703125,507.8399963378906,3806200,510.42332967122394,510.42332967122394,516.7249959695616,520.1061587123805,0.0,-4.134274942163756,-1.8423270341047493,-2.291947908059007,-0.022139474780755054,-0.022388231367674413,,535.9444961547852,484.9021631876627
2021-01-12,494.25,501.0899963378906,485.6700134277344,500.0,5990400,508.11285400390625,508.11285400390625,514.5845201629368,519.092191704052,0.0,-5.387286384672052,-2.55131890421821,-2.835967480453842,-0.009717503594880165,-0.009765026653880772,,533.5184967041016,482.7072113037109
2021-01-13,507.7900085449219,512.3499755859375,493.010009765625,495.5,5032100,508.0724983215332,508.0724983215332,513.9374238183639,518.6489688350665,0.0,-5.227482287501914,-3.086551580874951,-2.140930706626963,0.027395060283099393,0.027026531061176813,,533.4761232376098,482.6688734054565
2021-01-14,500.8599853515625,514.5,499.5799865722656,507.3500061035156,4177400,507.27110799153644,507.27110799153644,512.6919534881923,517.951361639635,0.0,-5.595529562551121,-3.588347177210185,-2.0071823853409363,-0.013647419359859869,-0.013741401442318363,,532.6346633911132,481.9075525919596
2021-01-15,497.9800109863281,506.32000732421875,495.1000061035156,500.0,5895800,506.3419982910156,506.3419982910156,511.29081610706237,517.1681714179367,0.0,-6.049860515869852,-4.080649844942118,-1.9692106709277342,-0.005750058797795296,-0.005766654032176694,,531.6590982055665,481.0248983764648
